AUDITUSER,AUDITTIMESTAMP,SAMPLEDEFID,TESTID,VARID,LABID,MAXHOLDTIME,RECORDER
NULL,"2025-09-08 14:38:34.650",65,21,4360,0,0.0,13
NULL,"2025-09-08 14:38:34.657",65,9,4361,0,0.0,14
NULL,"2025-09-08 14:38:34.667",65,10,4362,0,0.0,15
NULL,"2025-09-08 14:38:34.673",65,37,4365,0,0.0,16
NULL,"2025-09-08 14:38:34.683",65,35,4366,0,0.0,17
NULL,"2025-09-08 14:38:34.690",65,36,4368,0,0.0,18
NULL,"2025-09-08 14:40:46.743",66,4,4386,0,0.0,12
NULL,"2025-09-08 14:42:38.983",67,20,4463,0,0.0,1
NULL,"2025-09-08 14:42:38.993",67,1,4441,0,0.0,2
NULL,"2025-09-08 14:42:39.003",67,18,4461,0,0.0,3
NULL,"2025-09-08 14:42:39.010",67,13,4469,0,0.0,4
NULL,"2025-09-08 14:42:39.020",67,11,4470,0,0.0,5
NULL,"2025-09-08 14:42:39.027",67,8,4464,0,0.0,6
NULL,"2025-09-08 14:42:39.037",67,3,4452,0,0.0,7
NULL,"2025-09-08 14:42:39.043",67,14,4473,0,0.0,8
NULL,"2025-09-08 14:42:39.050",67,15,4455,0,0.0,9
NULL,"2025-09-08 14:42:39.060",67,16,4457,0,0.0,10
NULL,"2025-09-08 14:42:39.067",67,17,4458,0,0.0,11
NULL,"2025-09-08 14:42:39.077",67,4,4439,0,0.0,12
NULL,"2025-09-08 14:42:39.083",67,21,4466,0,0.0,13
NULL,"2025-09-08 14:42:39.093",67,9,4467,0,0.0,14
NULL,"2025-09-08 14:42:39.100",67,10,4468,0,0.0,15
NULL,"2025-09-08 14:42:39.110",67,37,4471,0,0.0,16
NULL,"2025-09-08 14:42:39.117",67,35,4472,0,0.0,17
NULL,"2025-09-08 14:42:39.127",67,36,4474,0,0.0,18
NULL,"2025-09-08 14:44:15.347",68,62,4083,0,0.0,1
NULL,"2025-09-08 14:44:15.357",68,33,4084,0,0.0,2
NULL,"2025-09-08 14:44:15.363",68,37,4085,0,0.0,3
NULL,"2025-09-08 14:44:15.373",68,35,4086,0,0.0,4
NULL,"2025-09-08 14:44:15.380",68,36,4087,0,0.0,5
NULL,"2025-09-08 14:47:35.207",69,62,4128,0,0.0,1
NULL,"2025-09-08 14:47:35.217",69,33,4131,0,0.0,2
NULL,"2025-09-08 14:47:35.223",69,20,4129,0,0.0,3
NULL,"2025-09-08 14:47:35.233",69,1,4107,0,0.0,4
NULL,"2025-09-08 14:47:35.240",69,18,4127,0,0.0,5
NULL,"2025-09-08 14:47:35.250",69,13,4135,0,0.0,6
NULL,"2025-09-08 14:47:35.257",69,23,4136,0,0.0,7
NULL,"2025-09-08 14:47:35.263",69,8,4130,0,0.0,8
NULL,"2025-09-08 14:47:35.273",69,3,4118,0,0.0,9
NULL,"2025-09-08 14:47:35.280",69,14,4139,0,0.0,10
NULL,"2025-09-08 14:47:35.290",69,15,4121,0,0.0,11
NULL,"2025-09-08 14:47:35.297",69,16,4123,0,0.0,12
NULL,"2025-09-08 14:47:35.303",69,17,4124,0,0.0,13
NULL,"2025-09-08 14:47:35.313",69,4,4105,0,0.0,14
NULL,"2025-09-08 14:47:35.320",69,21,4132,0,0.0,15
NULL,"2025-09-08 14:47:35.327",69,9,4133,0,0.0,16
NULL,"2025-09-08 14:47:35.337",69,10,4134,0,0.0,17
NULL,"2025-09-08 14:47:35.343",69,37,4137,0,0.0,18
NULL,"2025-09-08 14:47:35.353",69,35,4138,0,0.0,19
NULL,"2025-09-08 14:47:35.360",69,36,4140,0,0.0,20
